SITE_ID,LATDD,LONDD,SITE_ELEV,DATE_SMP,year,month,day,PROGRAM_ID,PARAMETER,VALUE,METHOD,METHOD_DESCRIPTION,SAMPLE_TYPE,SAMPLE_LOCATION,WATERBODY_TYPE
1E2-060,46.0011,-68.5406,236.42,2020-10-20 00:00:00,2020,10,20,LTM_ME,ANC,122.0,"Hillman et al 1986, EPA 150.1","Electrode, gran titration. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Regular,EPI,Lake
041007,43.52218,-74.94789,557.13,2020-09-22 00:00:00,2020,9,22,LTM_ALTM,P_TL,7.0,"EPA 365.3, 4500-P I","Block Digest Flow Inject. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
070728,43.18109,-74.5032,486.15,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,CA,52.0,"EPA 215.1, 3111 B","AAS Direct Aspiration. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American",Regular,EPI,Stream
VT19,38.5367,-79.6335,955.79,2020-10-25 00:00:00,2020,10,25,VTSSS,NO3,7.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1E1-135,44.6314,-68.0861,101.58,2020-10-22 00:00:00,2020,10,22,LTM_ME,CL,64.0,EPA 300.0,"Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.",Regular,EPI,Lake
1A1-109,43.7814,-74.85299,537.77,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,PH_EQ,7.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
01434105,41.9763,-74.5235,593.7,1991-04-15 00:00:00,1991,4,15,LTM_CAT,SO4,127.0,Small et al 1975,"Dionex 2000 with autosampler. Small, H., T.S. Stevens, and W.C. Bauman. 1975. Novel ion exchange chromotagraphic method using conductimetric detection. Analyt. Chem. 47:1801-1809.",Regular,Stream,Stream
VT78,36.9714,-81.691,790.13,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_LAB,6.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT18,38.5349,-79.6347,957.66,2020-10-25 00:00:00,2020,10,25,VTSSS,SIO2,6.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
M003,36.9541,-81.8135,1076.89,2020-10-26 00:00:00,2020,10,26,VTSSS,MG,47.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT80,38.947,-78.6359,528.55,2020-10-28 00:00:00,2020,10,28,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1C3-076,43.0817,-72.868,531.9,2020-10-27 00:00:00,2020,10,27,LTM_VT,SO4,37.0,"USEPA, 1993 Method 300.0",USEPA. 1993. Methods for the determination of inorganic substances in envrionmental samples. A/600/R-93/100,Regular,EPI,Lake
VT77,37.5995,-79.4135,254.81,2020-10-28 00:00:00,2020,10,28,VTSSS,SIO2,6.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
VT50,38.9049,-78.7308,525.9,2020-10-26 00:00:00,2020,10,26,VTSSS,SIO2,5.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
1C1-095,42.8222,-73.0653,720.78,2020-10-26 00:00:00,2020,10,26,LTM_VT,P_TL,13.0,Unknown,Unknown,Regular,EPI,Lake
MAD2,38.2515,-78.7471,448.43,2020-10-27 00:00:00,2020,10,27,VTSSS,SO4,54.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT48,36.9583,-80.6597,659.65,2020-10-28 00:00:00,2020,10,28,VTSSS,CA,32.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT48,36.9583,-80.6597,659.65,2020-10-28 00:00:00,2020,10,28,VTSSS,CL,18.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-087,43.80497,-74.83077,591.8,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,PH_LAB,6.0,EPA AERP 05,"Open, stirred. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Annual,EPI,Lake
VT38,38.3159,-79.3536,707.47,2020-10-27 00:00:00,2020,10,27,VTSSS,K,20.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1C1-089,43.1055,-73.0028,778.35,2020-10-29 00:00:00,2020,10,29,LTM_VT,P_TL,9.0,Unknown,Unknown,Regular,EPI,Lake
1A1-109,43.7814,-74.85299,537.77,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,K,9.0,"EPA 258.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT43,37.7878,-79.1541,753.35,2020-10-28 00:00:00,2020,10,28,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
04253639,43.81358,-74.88347,575.81,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,PH_LAB,5.0,EPA AERP 05,"Open, stirred. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Stream
VT42,37.5329,-79.4649,574.57,2020-10-26 00:00:00,2020,10,26,VTSSS,SO4,18.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT39,37.9631,-79.0141,565.66,2020-10-28 00:00:00,2020,10,28,VTSSS,PH_LAB,5.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT24,37.6153,-80.1776,560.86,2020-10-26 00:00:00,2020,10,26,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
VT03,36.6963,-81.5249,1120.61,2020-10-26 00:00:00,2020,10,26,VTSSS,K,20.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT50,38.9049,-78.7308,525.9,2020-10-26 00:00:00,2020,10,26,VTSSS,SO4,86.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-029,44.33728,-74.37198,483.07,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,NO3,0.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
VT01,36.643,-81.5707,1218.77,2020-10-26 00:00:00,2020,10,26,VTSSS,SO4,29.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT09,37.0353,-81.4805,668.62,2020-11-04 00:00:00,2020,11,4,VTSSS,CL,10.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1C1-097,42.9194,-72.6833,418.96,2020-10-19 00:00:00,2020,10,19,LTM_VT,PH,7.0,APHA 4500-HB,"APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.",Regular,EPI,Lake
020188,44.34609,-74.30065,494.95,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,PH_EQ,6.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Annual,EPI,Lake
04253639,43.81358,-74.88347,575.81,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,PH_EQ,5.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Stream
1A1-071,44.4391,-74.2939,494.97,2019-09-19 00:00:00,2019,9,19,LTM_ALTM,SIO2,6.0,"EPA 366.0, 4500-SiO2 E","Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT24,37.6153,-80.1776,560.86,2020-10-26 00:00:00,2020,10,26,VTSSS,CL,13.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1C1-100,43.3139,-72.9305,789.01,2020-10-20 00:00:00,2020,10,20,LTM_VT,COND,12.0,APHA 2510B,"APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.",Regular,EPI,Lake
VT33,37.9343,-79.4956,499.26,2020-11-06 00:00:00,2020,11,6,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
01434025,41.9953,-74.5014,635.05,2020-09-29 00:00:00,2020,9,29,LTM_CAT,COND,17.0,APHA 1985,"Altex (Beckman) meter and prove using USGS standards. APHA. 1981, 1985. Standard Methods for the Examination of Water and Wastewater, 15th and 16th eds (respectively). American Public Health Association, American Water Works Association, Water Pollution Control Federation, Washington, D.C.",Regular,Stream,Stream
VT45,37.6332,-79.34,405.51,2020-10-28 00:00:00,2020,10,28,VTSSS,MG,56.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
040210,43.96821,-74.95708,631.98,2020-09-09 00:00:00,2020,9,9,LTM_ALTM,K,5.0,"EPA 258.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT29,37.3972,-80.4745,716.55,2020-10-26 00:00:00,2020,10,26,VTSSS,SO4,31.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-059,43.76605,-74.62837,580.39,2020-09-03 00:00:00,2020,9,3,LTM_ALTM,SO4,56.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
VT14,37.9824,-79.766,571.57,2020-10-26 00:00:00,2020,10,26,VTSSS,CL,15.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1C1-107,45.0056,-71.9417,465.82,2020-10-30 00:00:00,2020,10,30,LTM_VT,COND,18.0,APHA 2510B,"APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.",Regular,EPI,Lake
1E1-132,44.6375,-68.0781,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,MG,21.0,AN141,Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.,Annual,EPI,Lake
VT77,37.5995,-79.4135,254.81,2020-10-28 00:00:00,2020,10,28,VTSSS,WTEMP,16.0,Unknown,Unknown,Regular,Stream,Stream
04253630,43.82509,-74.8385,561.05,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,COND,15.0,"EPA 120.1, 2510 B","YSI @ 25C. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Stream
PINE,38.7018,-78.2678,364.18,2020-10-26 00:00:00,2020,10,26,VTSSS,MG,129.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT54,38.6814,-79.0664,768.56,2020-10-29 00:00:00,2020,10,29,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
020059,44.5136,-74.12673,516.23,2020-09-17 00:00:00,2020,9,17,LTM_ALTM,CA,92.0,"EPA 215.1, 3111 B","AAS Direct Aspiration. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American",Regular,EPI,Lake
VT65,37.8508,-79.0807,500.82,2020-10-26 00:00:00,2020,10,26,VTSSS,SIO2,7.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
040850,43.63645,-74.73844,644.83,2020-09-28 00:00:00,2020,9,28,LTM_ALTM,SIO2,1.0,"EPA 366.0, 4500-SiO2 E","Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
1A2-076,43.56626,-75.22701,394.92,2020-07-09 00:00:00,2020,7,9,LTM_ALTM,COND,5.0,"EPA 120.1, 2510 B","YSI @ 25C. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Annual,EPI,Lake
VT51,38.7158,-78.3816,287.07,2020-10-28 00:00:00,2020,10,28,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-106,43.79376,-74.87257,536.49,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,ANC,49.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1A2-077,43.99568,-73.83082,583.05,2020-09-15 00:00:00,2020,9,15,LTM_ALTM,DOC,4.0,"EPA 415.1, 5310 C","UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT06,36.7356,-81.5632,787.8,2020-10-26 00:00:00,2020,10,26,VTSSS,CA,47.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT12,38.0192,-79.7607,621.31,2020-10-26 00:00:00,2020,10,26,VTSSS,NO3,0.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
M004,36.9279,-81.8402,774.49,2020-10-26 00:00:00,2020,10,26,VTSSS,CA,126.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-107,44.30576,-74.35721,481.99,2020-09-21 00:00:00,2020,9,21,LTM_ALTM,CA,20.0,"EPA 215.1, 3111 B","AAS Direct Aspiration. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American",Regular,EPI,Lake
040852,43.62286,-74.76075,652.35,2020-09-28 00:00:00,2020,9,28,LTM_ALTM,NO3,0.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
NFDR,38.6337,-78.3577,486.81,2020-10-26 00:00:00,2020,10,26,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
070728,43.18109,-74.5032,486.15,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,NO3,1.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Stream
VT29,37.3972,-80.4745,716.55,2020-10-26 00:00:00,2020,10,26,VTSSS,K,12.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
