SITE_ID,LATDD,LONDD,SITE_ELEV,DATE_SMP,year,month,day,PROGRAM_ID,PARAMETER,VALUE,METHOD,METHOD_DESCRIPTION,SAMPLE_TYPE,SAMPLE_LOCATION,WATERBODY_TYPE
060315A,43.79492,-74.6513,568.01,2020-09-03 00:00:00,2020,9,3,LTM_ALTM,DOC,11.0,"EPA 415.1, 5310 C","UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Stream
1C1-089,43.1055,-73.0028,778.35,2020-10-29 00:00:00,2020,10,29,LTM_VT,COND,9.0,APHA 2510B,"APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.",Regular,EPI,Lake
VT37,38.4012,-79.2835,812.19,2020-10-29 00:00:00,2020,10,29,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
VT07,37.0531,-81.4348,928.05,2020-11-04 00:00:00,2020,11,4,VTSSS,ANC,3.0,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
040186,43.9636,-75.04253,604.97,2020-09-09 00:00:00,2020,9,9,LTM_ALTM,NO3,1.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
PAIN,38.1986,-78.7934,427.42,2020-10-27 00:00:00,2020,10,27,VTSSS,ANC,14.0,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
020188,44.34609,-74.30065,494.95,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,NO3,0.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
1A2-078,43.18805,-74.5,504.9,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,NO3,0.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
VT24,37.6153,-80.1776,560.86,2020-10-26 00:00:00,2020,10,26,VTSSS,SIO2,6.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
1A1-112,43.81189,-74.88296,581.38,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,ANC,33.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1C1-112,42.7856,-72.9875,590.87,2020-10-26 00:00:00,2020,10,26,LTM_VT,P_TL,15.0,Unknown,Unknown,Regular,EPI,Lake
VT77,37.5995,-79.4135,254.81,2020-10-28 00:00:00,2020,10,28,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT06,36.7356,-81.5632,787.8,2020-10-26 00:00:00,2020,10,26,VTSSS,WTEMP,14.0,Unknown,Unknown,Regular,Stream,Stream
1A1-107,44.30576,-74.35721,481.99,2020-09-21 00:00:00,2020,9,21,LTM_ALTM,SO4,14.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
VT05,36.7462,-81.4257,849.65,2020-10-26 00:00:00,2020,10,26,VTSSS,CA,29.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A2-078,43.18805,-74.5,504.9,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,MG,20.0,"EPA 242.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT36,38.1587,-78.8059,467.75,2020-10-27 00:00:00,2020,10,27,VTSSS,PH_LAB,6.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT63,37.79,-79.1029,432.49,2020-10-28 00:00:00,2020,10,28,VTSSS,COND,17.0,EPA 120.6,"Eletrolytic, YSI. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
030172,44.66022,-74.49632,381.7,2020-09-17 00:00:00,2020,9,17,LTM_ALTM,K,8.0,"EPA 258.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
1A1-029,44.33728,-74.37198,483.07,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,SIO2,1.0,"EPA 366.0, 4500-SiO2 E","Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Annual,EPI,Lake
1E2-060,46.0011,-68.5406,236.42,2020-10-20 00:00:00,2020,10,20,LTM_ME,PH,6.0,Unknown,Unknown,Regular,EPI,Lake
040852,43.62286,-74.76075,652.35,2020-09-28 00:00:00,2020,9,28,LTM_ALTM,ANC,18.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1C1-093,42.925,-73.0653,793.01,2020-11-04 00:00:00,2020,11,4,LTM_VT,CA,30.0,"USEPA, 2007 Method 6010C","USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).",Regular,EPI,Lake
041007,43.52218,-74.94789,557.13,2020-09-22 00:00:00,2020,9,22,LTM_ALTM,CA,65.0,"EPA 215.1, 3111 B","AAS Direct Aspiration. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American",Regular,EPI,Lake
WOR1,38.2508,-78.7485,451.52,2020-10-27 00:00:00,2020,10,27,VTSSS,MG,47.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
PAIN,38.1986,-78.7934,427.42,2020-10-27 00:00:00,2020,10,27,VTSSS,SIO2,6.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
VT49,38.9382,-78.6455,466.33,2020-10-28 00:00:00,2020,10,28,VTSSS,SO4,66.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-059,43.76605,-74.62837,580.39,2020-09-03 00:00:00,2020,9,3,LTM_ALTM,CL,7.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
VT52,38.5249,-78.6645,509.72,2020-10-27 00:00:00,2020,10,27,VTSSS,K,13.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
020197,44.35282,-74.29424,494.95,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,CL,4.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
VT57,38.509,-79.0653,525.19,2020-10-29 00:00:00,2020,10,29,VTSSS,MG,67.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
0143400680,41.9669,-74.4483,651.66,2020-09-01 00:00:00,2020,9,1,LTM_CAT,CL,13.0,Small et al 1975,"Dionex 2000 with autosampler. Small, H., T.S. Stevens, and W.C. Bauman. 1975. Novel ion exchange chromotagraphic method using conductimetric detection. Analyt. Chem. 47:1801-1809.",Regular,Stream,Stream
DR01,38.2796,-78.7639,411.58,2020-10-27 00:00:00,2020,10,27,VTSSS,SO4,86.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT76,37.5734,-79.4907,319.36,2020-10-26 00:00:00,2020,10,26,VTSSS,COND,12.0,EPA 120.6,"Eletrolytic, YSI. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
VT22,37.5293,-79.5526,450.39,2020-10-28 00:00:00,2020,10,28,VTSSS,MG,54.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT01,36.643,-81.5707,1218.77,2020-10-26 00:00:00,2020,10,26,VTSSS,CL,11.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT01,36.643,-81.5707,1218.77,2020-10-26 00:00:00,2020,10,26,VTSSS,K,11.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT05,36.7462,-81.4257,849.65,2020-10-26 00:00:00,2020,10,26,VTSSS,CL,11.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-111,43.82557,-74.88614,652.64,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,COND,14.0,"EPA 120.1, 2510 B","YSI @ 25C. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT07,37.0531,-81.4348,928.05,2020-11-04 00:00:00,2020,11,4,VTSSS,CL,10.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
040186,43.9636,-75.04253,604.97,2020-09-09 00:00:00,2020,9,9,LTM_ALTM,COND,7.0,"EPA 120.1, 2510 B","YSI @ 25C. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT43,37.7878,-79.1541,753.35,2020-10-28 00:00:00,2020,10,28,VTSSS,MG,15.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
04253635,43.8217,-74.88246,569.77,2020-06-03 00:00:00,2020,6,3,LTM_ALTM,SIO2,2.0,"EPA 366.0, 4500-SiO2 E","Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Stream
VT42,37.5329,-79.4649,574.57,2020-10-26 00:00:00,2020,10,26,VTSSS,COND,15.0,EPA 120.6,"Eletrolytic, YSI. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
070859,43.41862,-74.63616,619.42,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,NH4,1.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
1A2-028,44.32327,-73.90304,515.18,2020-07-06 00:00:00,2020,7,6,LTM_ALTM,NO3,6.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
01434025,41.9953,-74.5014,635.05,2020-09-29 00:00:00,2020,9,29,LTM_CAT,ANC,60.0,Gran 1952,"Radiometer ABU93 autotitrator with SAC8O sample changer. Gran, G. 1952 Determination of the equivalence point in potentiometric titrations. Part 2. Analyst 77:661-671.",Regular,Stream,Stream
1C1-101,43.0811,-73.0186,802.1,2020-10-29 00:00:00,2020,10,29,LTM_VT,P_TL,14.0,Unknown,Unknown,Regular,EPI,Lake
060315A,43.79492,-74.6513,568.01,2020-09-03 00:00:00,2020,9,3,LTM_ALTM,ANC,130.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Stream
WOR1,38.2508,-78.7485,451.52,2020-10-27 00:00:00,2020,10,27,VTSSS,NO3,0.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
ME-9999,44.8605,-68.4037,176.91,2020-10-24 00:00:00,2020,10,24,LTM_ME,N,175.0,Merriam et al. 1996,"High temperature combustion; Chemi-luminescence detection. Merriam, J., McDowell, W. H. & Currie, W. S. 1996. A high-temperature catalytic oxidation technique for determining total dissolved nitrogen. Soil Science Society of America Journal, 60, 1050-1055.",Regular,EPI,Lake
040874,43.5999,-74.66236,724.03,2020-09-23 00:00:00,2020,9,23,LTM_ALTM,PH_LAB,6.0,EPA AERP 05,"Open, stirred. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
VT25,37.5738,-80.1276,561.05,2020-10-26 00:00:00,2020,10,26,VTSSS,SIO2,5.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
VT80,38.947,-78.6359,528.55,2020-10-28 00:00:00,2020,10,28,VTSSS,NO3,0.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1C1-100,43.3139,-72.9305,789.01,2020-10-20 00:00:00,2020,10,20,LTM_VT,CL,14.0,"USEPA, 1993 Method 300.0",USEPA. 1993. Methods for the determination of inorganic substances in envrionmental samples. A/600/R-93/100,Regular,EPI,Lake
1A2-028,44.32327,-73.90304,515.18,2020-07-06 00:00:00,2020,7,6,LTM_ALTM,SIO2,7.0,"EPA 366.0, 4500-SiO2 E","Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT66,38.5155,-78.3668,343.43,2020-10-26 00:00:00,2020,10,26,VTSSS,NO3,2.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT46,37.726,-79.2,510.94,2020-10-26 00:00:00,2020,10,26,VTSSS,CA,66.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT04,36.6367,-81.4715,1069.43,2020-10-26 00:00:00,2020,10,26,VTSSS,WTEMP,13.0,Unknown,Unknown,Regular,Stream,Stream
VT62,38.6162,-78.2639,341.32,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-110,43.76088,-74.91592,524.87,2020-09-10 00:00:00,2020,9,10,LTM_ALTM,PH_LAB,7.0,EPA AERP 05,"Open, stirred. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1E1-060,44.9625,-68.1222,117.23,2020-10-23 00:00:00,2020,10,23,LTM_ME,N,172.0,Merriam et al. 1996,"High temperature combustion; Chemi-luminescence detection. Merriam, J., McDowell, W. H. & Currie, W. S. 1996. A high-temperature catalytic oxidation technique for determining total dissolved nitrogen. Soil Science Society of America Journal, 60, 1050-1055.",Regular,EPI,Lake
ME-9998,44.3364,-69.2711,89.17,2020-10-21 00:00:00,2020,10,21,LTM_ME,PH_LAB,5.0,"Hillman et al 1986, EPA 150.1","Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Regular,EPI,Lake
VT28,37.438,-80.5615,835.79,2020-10-27 00:00:00,2020,10,27,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
1E2-060,46.0011,-68.5406,236.42,2020-10-20 00:00:00,2020,10,20,LTM_ME,K,4.0,AN141,Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.,Regular,EPI,Lake
PINE,38.7018,-78.2678,364.18,2020-10-26 00:00:00,2020,10,26,VTSSS,COND,38.0,EPA 120.6,"Eletrolytic, YSI. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
M002,36.9731,-81.7848,553.32,2020-10-26 00:00:00,2020,10,26,VTSSS,CA,14.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
M002,36.9731,-81.7848,553.32,2020-10-26 00:00:00,2020,10,26,VTSSS,CL,11.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT07,37.0531,-81.4348,928.05,2020-11-04 00:00:00,2020,11,4,VTSSS,SIO2,4.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
030255,44.43219,-74.29813,495.09,2020-09-17 00:00:00,2020,9,17,LTM_ALTM,NH4,1.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Stream
040707,43.69815,-75.1016,496.46,2020-09-14 00:00:00,2020,9,14,LTM_ALTM,CHL_A,8.0,"EPA 445.0, 10200H","Flourometery. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
1C1-091,44.468,-72.5,478.34,2020-10-15 00:00:00,2020,10,15,LTM_VT,MG,31.0,"USEPA, 2007 Method 6010C","USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).",Regular,EPI,Lake
1E1-131,44.6475,-68.0592,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,SIO2,0.0,EPA 370.1,"Molybdate colorimetric. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Annual,EPI,Lake
VT18,38.5349,-79.6347,957.66,2020-10-25 00:00:00,2020,10,25,VTSSS,COND,26.0,EPA 120.6,"Eletrolytic, YSI. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
ME-4474,44.7861,-68.1819,83.4,2020-10-23 00:00:00,2020,10,23,LTM_ME,SIO2,0.0,EPA 370.1,"Molybdate colorimetric. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Regular,EPI,Lake
1C3-076,43.0817,-72.868,531.9,2020-10-27 00:00:00,2020,10,27,LTM_VT,P_TL,5.0,Unknown,Unknown,Regular,EPI,Lake
1A2-076,43.56626,-75.22701,394.92,2020-07-09 00:00:00,2020,7,9,LTM_ALTM,NH4,1.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
1A2-076,43.56626,-75.22701,394.92,2020-07-09 00:00:00,2020,7,9,LTM_ALTM,PH_EQ,6.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Annual,EPI,Lake
VT67,36.5705,-80.8553,787.02,2011-10-25 00:00:00,2011,10,25,VTSSS,WTEMP,10.0,Unknown,Unknown,Regular,Stream,Stream
1C1-095,42.8222,-73.0653,720.78,2020-10-26 00:00:00,2020,10,26,LTM_VT,CL,14.0,"USEPA, 1993 Method 300.0",USEPA. 1993. Methods for the determination of inorganic substances in envrionmental samples. A/600/R-93/100,Regular,EPI,Lake
VT64,37.8505,-79.0784,496.35,2020-10-26 00:00:00,2020,10,26,VTSSS,SIO2,6.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
1C1-110,42.9167,-72.9167,907.89,2020-10-19 00:00:00,2020,10,19,LTM_VT,K,2.0,"USEPA, 2007 Method 6010C","USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).",Regular,EPI,Lake
VT66,38.5155,-78.3668,343.43,2020-10-26 00:00:00,2020,10,26,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
050669,43.68204,-74.48856,652.19,2020-07-13 00:00:00,2020,7,13,LTM_ALTM,SIO2,0.0,"EPA 366.0, 4500-SiO2 E","Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Annual,EPI,Lake
040210,43.96821,-74.95708,631.98,2020-09-09 00:00:00,2020,9,9,LTM_ALTM,CHL_A,1.0,"EPA 445.0, 10200H","Flourometery. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
040210,43.96821,-74.95708,631.98,2020-09-09 00:00:00,2020,9,9,LTM_ALTM,NH4,2.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
1E1-131,44.6475,-68.0592,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,PH_EQ,7.0,"Hillman et al 1986, EPA 150.1","Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Annual,EPI,Lake
VT52,38.5249,-78.6645,509.72,2020-10-27 00:00:00,2020,10,27,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1E1-133,44.6347,-68.0722,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,PH_LAB,6.0,"Hillman et al 1986, EPA 150.1","Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Annual,EPI,Lake
DR01,38.2796,-78.7639,411.58,2020-10-27 00:00:00,2020,10,27,VTSSS,CL,23.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1E1-060,44.9625,-68.1222,117.23,2020-10-23 00:00:00,2020,10,23,LTM_ME,SO4,18.0,EPA 300.0,"Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.",Regular,EPI,Lake
VT76,37.5734,-79.4907,319.36,2020-10-26 00:00:00,2020,10,26,VTSSS,SO4,46.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
